id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1316680028973256971,Piso a minutos de la playa,668075489,Joan Manuel,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47103769922514,-0.3294560685753822,Entire home/apt,106,2,3,2025-02-23,3,1,110,3,
1317207770078226173,Large Private Room near The CIty of Arts and Beach,665576462,Alexander,POBLATS MARITIMS,EL GRAU,39.46019663707742,-0.3375957453348026,Private room,45,5,0,,,11,16,0,
1317209379034384398,Private Room near The CIty of Arts and Beach,665576462,Alexander,CAMINS AL GRAU,LA CREU DEL GRAU,39.46164,-0.33919,Private room,39,5,1,2025-02-21,1,11,5,1,
1317437590916973011,Mini suite atardecer  I city center I baño privado,656253974,Rebeca,CIUTAT VELLA,EL MERCAT,39.47211991412113,-0.3774481380748498,Private room,,1,1,2025-02-24,1,10,317,1,
1318018803952513019,VLC HOST - Luz Casanova D,417948112,Alexandra,LA SAIDIA,SANT ANTONI,39.49022,-0.37292,Entire home/apt,,3,2,2025-02-14,0.86,26,311,2,
1318125955444191350,Centric Loft near Arts & Science,668398095,Juan,QUATRE CARRERES,MONT-OLIVET,39.46117,-0.36397,Entire home/apt,108,1,12,2025-02-21,6.43,1,322,12,
1318140352863033054,Habitación Doble/Baño compartido en Ruzafa,668402143,Maria Isabel,L'EIXAMPLE,RUSSAFA,39.45699660368328,-0.3766331076622009,Private room,50,3,0,,,2,199,0,
1318182191911409029,Loft 1 independiente piscina compartida Valencia,114998549,Ludovig,QUATRE CARRERES,MONT-OLIVET,39.4577964,-0.3674184,Entire home/apt,135,1,0,,,5,126,0,VT-48054-V
1318236502182499555,Suite Guillem Jáfer by Host Valencia,662578132,Carlos Daniel,QUATRE CARRERES,MALILLA,39.449040407183965,-0.3744926847311541,Entire home/apt,175,1,7,2025-02-26,2.66,1,196,7,VT-56985-V
1318365685388018256,Estudio Completo en Valencia con Baño Privado,89866613,Marcos,CAMINS AL GRAU,LA CREU DEL GRAU,39.46351883729164,-0.3465812097869869,Entire home/apt,88,2,19,2025-03-06,7.04,1,172,19,VT-53913-V
1318634713143408954,GuestReady - Urban elegance in Valencia,668405525,Ashweetha,QUATRE CARRERES,MONT-OLIVET,39.46020246174321,-0.3593740243285731,Entire home/apt,111,1,2,2025-02-26,0.94,1,318,2,
1318790724722039930,Apartamento Naranjas del mar,661673077,Dariia,POBLATS MARITIMS,EL GRAU,39.45990077495773,-0.3383060172200203,Entire home/apt,,1,25,2025-03-08,10.56,2,111,25,
1318862563786517411,Sant Jordi 2,12044109,Guillermo Pierre,CAMINS AL GRAU,AIORA,39.4648,-0.33837,Entire home/apt,132,1,1,2025-01-02,0.41,33,360,1,VT-55663-V
1319041006241068771,Sunny Studio in the Heart of El Cabanyal,168957219,Petra & Dean,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4682349369517,-0.32874763011932373,Entire home/apt,48,14,1,2025-03-01,1,1,166,1,
1319504169009915578,1 centro ciudad apartamento,578880443,Hennadii,QUATRE CARRERES,MALILLA,39.45568,-0.37649,Entire home/apt,238,1,0,,,5,350,0,
1320270906841341784,Habitación Doble/Litera,668402143,Maria Isabel,L'EIXAMPLE,RUSSAFA,39.45709,-0.37652,Private room,42,3,0,,,2,172,0,
1320294806937567836,"Loft en Patraix, Valencia",546618234,Ricardo,PATRAIX,VARA DE QUART,39.46070679063368,-0.41250221650293,Entire home/apt,87,2,0,,,1,333,0,
1320400549683511006,Precioso apartamento en Valencia,668891176,Leila,PATRAIX,VARA DE QUART,39.46152,-0.40204,Entire home/apt,128,1,4,2025-03-02,3.43,1,87,4,
1320827645561009293,Torres Serrano 2 bedroom flat,449499344,Iolanda,CIUTAT VELLA,EL CARME,39.47863,-0.37799,Entire home/apt,123,2,7,2025-03-07,2.92,4,47,7,
1320845083646304925,Large Studio in Valencia,491663354,Stl Apartamentos,CAMINS AL GRAU,AIORA,39.46523,-0.34655,Entire home/apt,103,2,3,2025-02-25,3,9,124,3,
1321016920224033513,Emblemático Mercado de Colón,128151199,Inmaculada,L'EIXAMPLE,EL PLA DEL REMEI,39.46934,-0.36768,Entire home/apt,205,7,0,,,2,90,0,VT-39351-V
1321030912912233800,Centro Historico Gran Loft frente Mercado Central,663112995,Cristian,CIUTAT VELLA,EL PILAR,39.47295,-0.38099,Entire home/apt,,2,1,2025-01-19,0.54,5,0,1,
1321054544460303662,Loft Fitness espíritu aventurero,663112995,Cristian,PATRAIX,SANT ISIDRE,39.44979,-0.40483,Entire home/apt,,2,1,2025-02-09,0.86,5,0,1,
1321154014573704638,"Sunny, Spacious Apartment with Terrace",262278955,Anna,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4674,-0.33393,Entire home/apt,84,1,0,,,1,6,0,
1321593718673893214,Queen room,669235297,Klisman,RASCANYA,ELS ORRIOLS,39.49667352693117,-0.37004367071114425,Private room,74,3,0,,,1,365,0,
1321724707740209189,Bright & Stylish Flat Close To Center,44450805,Sergio,PATRAIX,PATRAIX,39.46609,-0.39128,Entire home/apt,115,4,1,2025-02-25,1,37,118,1,
1321757046833573466,Dias de descanso en un espacioso barco,7220602,Mariana,POBLATS MARITIMS,EL GRAU,39.45945,-0.31781,Entire home/apt,69,1,1,2025-02-18,1,1,17,1,
1322254492568866572,Lugar encantador en el centro,104348482,Pilar,CIUTAT VELLA,LA XEREA,39.47368,-0.37029,Entire home/apt,100,2,1,2025-02-16,1,9,266,1,
1322271460611183394,Acogedor piso en centro Valencia,104348482,Pilar,CIUTAT VELLA,LA XEREA,39.47349,-0.37082,Entire home/apt,117,2,0,,,9,266,0,
1322422498900323541,"Salom 5, Apart C",518069614,Kozakevych,JESUS,LA RAIOSA,39.45772,-0.38582,Entire home/apt,159,1,0,,,6,349,0,
1322546923996028425,Coqueto Estudio Tipo Loft II,578834646,Silvia,L'OLIVERETA,NOU MOLES,39.47355,-0.40035,Entire home/apt,100,30,0,,,5,218,0,
1322572579647727417,Coqueto Estudio Tipo Loft I,578834646,Silvia,L'OLIVERETA,NOU MOLES,39.47355,-0.40035,Entire home/apt,75,30,1,2025-02-01,0.68,5,153,1,
1322988933435961388,Ciudad  de las Artes Cerca de todo,312667010,Liliana,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45578,-0.35814,Private room,73,2,0,,,1,179,0,
1323020058126716164,A (va070.2.7) Th Mediterranean Suites 7,97229818,Travel Habitat,CAMINS AL GRAU,AIORA,39.46233,-0.33827,Entire home/apt,203,1,0,,,60,319,0,
1323068480255544711,Loft beach,661589752,Alvaro,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47264,-0.33333,Entire home/apt,93,2,6,2025-03-01,2.57,1,351,6,
1323079228745729980,8 personas 4 habitaciones en la playa,189526611,Ruben,POBLATS MARITIMS,LA MALVA-ROSA,39.48015,-0.32961,Entire home/apt,97,1,13,2025-03-05,5.34,40,216,13,VT421058
1323389048601541127,Casa jackie1,575574555,Xuguang,EXTRAMURS,LA ROQUETA,39.46559,-0.37913,Private room,57,2,16,2025-03-12,6.58,4,76,16,
1323394863610139497,Casa jackie2,575574555,Xuguang,EXTRAMURS,LA ROQUETA,39.46559,-0.37913,Private room,61,2,21,2025-03-14,8.63,4,43,21,
1323396840398357826,Casa jackie3,575574555,Xuguang,EXTRAMURS,LA ROQUETA,39.46559,-0.37913,Private room,63,2,11,2025-03-02,4.65,4,73,11,
1323689107455466611,Valencia Port by concept flats,6738417,Natalia,POBLATS MARITIMS,EL GRAU,39.45832,-0.33329,Entire home/apt,75,1,1,2025-01-26,0.60,1,260,1,VT-36618-V
1323929734653969833,Atico cerca del Bioparc y Hospital General,669889013,Maria Jesus,L'OLIVERETA,NOU MOLES,39.46929,-0.40079,Entire home/apt,105,1,2,2025-02-19,0.90,1,211,2,
1324406938651538664,Apartamento Malvarrosa,657440161,Rachelle Khriseth,POBLATS MARITIMS,LA MALVA-ROSA,39.47759,-0.32834,Entire home/apt,10000,1,0,,,4,358,0,VT-37909-V
1324733958425515234,Loft 2 independiente piscina compartida Valencia,114998549,Ludovig,QUATRE CARRERES,MONT-OLIVET,39.4578,-0.36742,Entire home/apt,134,1,0,,,5,121,0,VT-48055-V
1324746746058354353,Loft 3 independiente piscina compartida Valencia,114998549,Ludovig,QUATRE CARRERES,MONT-OLIVET,39.4578,-0.36742,Entire home/apt,130,1,1,2025-03-08,1,5,162,1,VT-48056-V
1324754014593496069,Loft 4 independiente piscina compartida Valencia,114998549,Ludovig,QUATRE CARRERES,MONT-OLIVET,39.4578,-0.36742,Entire home/apt,139,1,0,,,5,145,0,VT-48057-V
1325174307614869551,Spacious villa with lovely balcony,270230553,Linda - BELVILLA,CIUTAT VELLA,SANT FRANCESC,39.47281,-0.37627,Entire home/apt,140,1,0,,,1,365,0,
1325326561647481265,Cozy & Stylish Flat Close To Center,44450805,Sergio,PATRAIX,PATRAIX,39.46609,-0.39128,Entire home/apt,98,4,1,2025-02-09,0.83,37,136,1,
1325564493017575777,chambre 2,3823429,Marina,QUATRE CARRERES,EN CORTS,39.45545,-0.37292,Private room,51,3,0,,,3,21,0,
1325632719840765851,Artes y ciencias A3,195184288,Astrocornucopia S.L,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45495,-0.35792,Entire home/apt,312,1,0,,,5,361,0,
1325917432058512996,Cómoda habitación,300906300,Norma,JESUS,SANT MARCEL.LI,39.44536,-0.3888,Private room,51,1,6,2025-02-23,3.16,4,362,6,
1326037217579783133,habitación soleada,504306351,Lourdes,ALGIROS,LA VEGA BAIXA,39.47628494734175,-0.3499729687866271,Private room,46,2,1,2025-02-03,0.73,1,8,1,
1326055774610907709,Loft MC Valencia,670449245,Rodrigo,CAMINS AL GRAU,AIORA,39.4662,-0.3481,Entire home/apt,100,2,10,2025-03-10,5.88,1,34,10,VT-55778-V
1326134759756786770,Room near popular city beach,264879786,Zoryana,POBLATS MARITIMS,LA MALVA-ROSA,39.4786,-0.32771,Private room,52,4,0,,,3,250,0,
1326209621372577661,Habitación Individual Playa y Fallas,370933518,Nohaila,POBLATS MARITIMS,LA MALVA-ROSA,39.48407,-0.33108,Private room,36,1,0,,,1,362,0,
1326212663558356251,Habitación y baño privado con jacuzzi,543675512,Mariana,POBLATS MARITIMS,EL GRAU,39.46261,-0.33631,Private room,64,2,0,,,3,89,0,
1326217021635319703,Habitación con baño dentro de la habitación,543675512,Mariana,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46361,-0.33597,Private room,65,2,1,2025-03-04,1,3,95,1,
1326572720613261994,Apartamento Valencia/Ruzafa,666951844,Aitor,QUATRE CARRERES,EN CORTS,39.45806,-0.36861,Entire home/apt,153,4,3,2025-03-09,1.84,1,215,3,VT-53461V
1326675515210993254,Precioso. En centro Valencia,207972643,David,EXTRAMURS,LA PETXINA,39.47091,-0.38826,Entire home/apt,89,1,3,2025-03-02,1.88,1,220,3,
1326683791000987836,Buena habitación muy económica.,492168944,Josielma Maria,EXTRAMURS,EL BOTANIC,39.47202,-0.38457,Private room,50,1,14,2025-03-05,6.56,2,8,14,
1327425492574598388,Design appartement met tuin,100725734,Tom,EXTRAMURS,LA PETXINA,39.47423,-0.39051,Entire home/apt,124,3,0,,,2,26,0,
1327483410196531724,Habitación Comparte Valencia,591591362,Adhara,RASCANYA,SANT LLORENS,39.4942,-0.36638,Private room,26,1,0,,,5,12,0,
1328085382039605003,Cozy 3-Bedrooms Apartment,667764709,Alexander,CAMINS AL GRAU,LA CREU DEL GRAU,39.46166,-0.34491,Entire home/apt,94,5,2,2025-03-01,1.15,4,55,2,
1328094260688261416,Loft suite 5 independiente piscina compartida,114998549,Ludovig,QUATRE CARRERES,MONT-OLIVET,39.4578,-0.36742,Entire home/apt,139,1,1,2025-03-01,1,5,173,1,
1328265618076207676,Espacio acogedor e íntimo para relax y paz.,343052274,Mònica,BENICALAP,BENICALAP,39.49018,-0.39194,Private room,47,1,2,2025-03-07,1.43,1,86,2,
1328339260221803706,Ático Centro,127705180,Maria Carmen,CIUTAT VELLA,EL MERCAT,39.47245084574649,-0.3775166527786311,Entire home/apt,259,30,0,,,3,259,0,
1328363049009548073,Apartamento Oceanographic,513244754,Holidu,POBLATS MARITIMS,EL GRAU,39.46277,-0.33581,Entire home/apt,9000,1,0,,,1,364,0,VT-43315-V
1328954782194014936,Cozy flat big terrace Ciutat Vella/Torres de Quart,163139642,Miguel,CIUTAT VELLA,EL CARME,39.476,-0.3832,Entire home/apt,150,1,4,2025-03-05,4,13,31,4,
1328968229015048885,The Port Beach Valencia Room Iii by Florit Flats,472357754,Marta,POBLATS MARITIMS,EL GRAU,39.4594,-0.33772,Entire home/apt,100,1,0,,,9,294,0,VT-55161-V
1328981567928706419,Cálido apartamento cerca centro,671417917,Esther,PATRAIX,PATRAIX,39.463561,-0.3962012,Private room,49,1,0,,,4,364,0,
1329010904763982765,Excelente vivienda vacacional,671417917,Esther,PATRAIX,PATRAIX,39.46271,-0.39672,Private room,112,1,0,,,4,365,0,
1329144421949023007,Habitación en Valencia,426719264,Miguel Angel,QUATRE CARRERES,MALILLA,39.440637003141745,-0.3798164814793411,Private room,,1,0,,,1,0,0,
1329146836440655545,apartamento en Valencia,659393611,Beatriz,POBLATS DEL SUD,EL SALER,39.35303,-0.32332,Entire home/apt,64,1,0,,,1,337,0,
1329200352215531282,Design & Style close to Center,44450805,Sergio,PATRAIX,PATRAIX,39.4660935,-0.3912804,Entire home/apt,126,4,1,2025-01-22,0.56,37,85,1,
1329223157953467781,Habitación privada,107663047,Isadora,POBLATS DE L'OEST,BENIMAMET,39.50344746147664,-0.4182927856653636,Private room,47,3,3,2025-03-10,2.14,1,13,3,
1329488616670879799,Buen sitio vacacional,671417917,Esther,PATRAIX,PATRAIX,39.463561,-0.3962012,Private room,61,1,0,,,4,364,0,
1329554778800295211,Cozy 3-Bedrooms Apartment,667764709,Alexander,CAMINS AL GRAU,LA CREU DEL GRAU,39.46040960734821,-0.3447411815610747,Entire home/apt,98,5,1,2025-01-20,0.55,4,26,1,
1329581905622833745,Camera accogliente a Valenzia,671601836,Fabiano,QUATRE CARRERES,MONT-OLIVET,39.46163,-0.36389,Private room,76,2,7,2025-03-07,3.82,1,284,7,
1329666574929997704,Loft con Terracita cerca del Centro by Vibe Rental,439895161,Veronica,PATRAIX,SAFRANAR,39.4611,-0.39869,Entire home/apt,124,2,4,2025-03-02,2.40,6,126,4,VT-5534-V
1329683108548814852,Apartamento bonitas vacaciones,671417917,Esther,PATRAIX,SAFRANAR,39.46239,-0.39739,Private room,70,1,0,,,4,358,0,
1329708749283241964,Valls Flat,12044109,Guillermo Pierre,CAMINS AL GRAU,AIORA,39.463899820526755,-0.3431293171232119,Entire home/apt,115,1,1,2025-02-28,1,33,211,1,
1329962887576908123,Piso en el centro de Valencia.,145657044,Solange,CIUTAT VELLA,EL PILAR,39.474940249933795,-0.3814682340771873,Entire home/apt,67,31,0,,,2,365,0,
1330019568584400077,Private Bath|Full Kitchen|Terr. Room|Fast Wifi|A/C,558878496,Gemma,EXTRAMURS,ARRANCAPINS,39.4636314,-0.3821885,Private room,67,1,1,2025-02-15,1,22,31,1,
1330237876598165946,Piso en el centro de Valencia,145657044,Solange,CIUTAT VELLA,EL PILAR,39.4757,-0.38354,Entire home/apt,67,31,0,,,2,346,0,
1330297401649501288,Casa Mariposa,561468909,Vanna,LA SAIDIA,MORVEDRE,39.4834358,-0.3741918,Entire home/apt,107,7,4,2025-03-11,3.33,1,153,4,
1330327499240475636,Habitación ideal para teletrabajo en el centro(H1),561792654,Mariola,CAMPANAR,CAMPANAR,39.47745,-0.39492,Private room,43,7,1,2025-03-09,1,2,253,1,
1330335485406029763,Estudio loft  Valencia capital,671833383,Pablo,RASCANYA,TORREFIEL,39.49328503309089,-0.3767852356038871,Entire home/apt,113,3,1,2025-01-20,0.55,3,38,1,
1330364064880230296,Large Private Room near The CIty of Arts and Beach,665576462,Alexander,POBLATS MARITIMS,EL GRAU,39.462667062324954,-0.3334229869467573,Private room,37,5,1,2025-02-05,0.77,11,16,1,
1330365265518835111,Large Private Room near Malvarosa beach,665576462,Alexander,POBLATS MARITIMS,EL GRAU,39.462442554531066,-0.3315315161937789,Private room,,5,1,2025-02-12,0.94,11,0,1,
1330403510964032625,Modern LOFT-Apartment near The City Center,513997824,Yana,CAMINS AL GRAU,ALBORS,39.47113199869811,-0.3537389017631156,Entire home/apt,80,5,3,2025-02-04,1.70,13,78,3,
1330929052121136187,Acogedor Estudio en pleno centro,580083669,Angel Jose,EXTRAMURS,LA ROQUETA,39.46697,-0.37741,Entire home/apt,108,7,0,,,4,322,0,
1330939587710821778,Habitación en casco antiguo,99101373,Paula,CIUTAT VELLA,LA SEU,39.476071952298845,-0.37807716093129123,Private room,99,1,0,,,2,362,0,
1331099690635025821,GuestReady -Bright & Stylish Duplex in Valencia,672041815,Ashweetha,CIUTAT VELLA,SANT FRANCESC,39.46992267748653,-0.3815027948749524,Entire home/apt,190,1,0,,,1,299,0,
1331145989533240800,"Ciudad, Artes, Ciencias, Arena, Playa contigo",541221115,Saby Jennifer,POBLATS MARITIMS,NATZARET,39.45131187120113,-0.33442033329200777,Private room,33,2,5,2025-03-05,2.34,2,350,5,
1331223704117931532,"Valencia Comfort Stay Near Metro, 2 Bed, 1 Bath",667109630,Jose,POBLATS DE L'OEST,BENIMAMET,39.502,-0.42015,Entire home/apt,246,1,0,,,5,78,0,
1331803298409895544,Magnífico loft en Valencia,500876893,Mario,PATRAIX,PATRAIX,39.46549001292578,-0.3892797342882835,Entire home/apt,111,3,3,2025-03-02,2.65,1,152,3,
1332035087016027087,Casa madera huerta valencia,410634542,Enrique,POBLATS DEL NORD,BORBOTO,39.51682,-0.39176,Entire home/apt,98,2,2,2025-02-17,1.58,1,238,2,
1332418520007943094,Estudio en ubicación inmejorable,64607928,Estefanía,CIUTAT VELLA,LA SEU,39.47673,-0.37481,Entire home/apt,94,2,2,2025-03-10,2,2,318,2,
1332418883476398818,Central Valencia 2-bedroom flat,71167748,Adam,EXTRAMURS,LA PETXINA,39.475299494343695,-0.3907968856263017,Entire home/apt,185,3,0,,,2,294,0,
1332632790984879784,Fantástico Loft XIMO&MICA B,521262541,Joaquín,BENIMACLET,BENIMACLET,39.48230301810561,-0.3560914099216461,Entire home/apt,143,5,5,2025-03-09,3.57,1,86,5,
1332684510326399691,Loft near Ruzafa & Oceanographic with terrace,451927806,Rosana,QUATRE CARRERES,EN CORTS,39.4553768,-0.3675703,Entire home/apt,109,4,6,2025-03-02,4.50,4,172,6,VT-55747-V
1332691190063504871,La Casa de Papá Noel 2,672518118,Laszlo Karoly,CIUTAT VELLA,EL MERCAT,39.473727,-0.3779913,Entire home/apt,100,2,6,2025-02-28,4.19,7,338,6,
1332796628653852387,Large Private Room near The CIty of Arts and Beach,665576462,Alexander,POBLATS MARITIMS,EL GRAU,39.46000201129735,-0.339711018729385,Private room,40,5,0,,,11,8,0,
1332797754861904582,Large Private Room near The CIty of Arts and Beach,665576462,Alexander,POBLATS MARITIMS,EL GRAU,39.460218168055356,-0.3395435014612081,Private room,34,5,0,,,11,1,0,
1333354589180811402,GuestReady - A lovely studio in la Saidia Valencia,672719565,Ashweetha,LA SAIDIA,MORVEDRE,39.48675897186531,-0.37740992730913686,Entire home/apt,98,1,3,2025-02-17,1.88,2,225,3,
1333406438369114902,Habitación Confortable Valencia,300067337,Félix,BENIMACLET,BENIMACLET,39.48657,-0.36432,Private room,51,1,4,2025-02-15,2.55,2,41,4,
1333487732858496561,Apartamento Mestalla,672772983,Reino De Esp Laila,EL PLA DEL REAL,MESTALLA,39.4732663,-0.3550343,Entire home/apt,210,2,0,,,1,339,0,
1333847750514887990,Playa y ciudad en un paso.,244158101,Marina,POBLATS MARITIMS,LA MALVA-ROSA,39.47754969923543,-0.32820548862218857,Entire home/apt,93,20,0,,,1,232,0,
1333896392041580991,Casa acogedora cerca de la playa,53845919,Esther,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46387152083011,-0.3309701755642891,Entire home/apt,79,11,0,,,3,315,0,
1333907101442479251,Big love,586218376,Maher,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46451,-0.33083,Private room,67,1,0,,,5,347,0,
1333952020334783742,Flats Lugre 4,657440161,Rachelle Khriseth,LA SAIDIA,TORMOS,39.4894485,-0.383934,Entire home/apt,8857,1,1,2025-02-01,0.68,4,355,1,VT-56542-V
1333969426415927964,Habitación en piso zona puerto,248182357,Bárbara,POBLATS MARITIMS,EL GRAU,39.45799,-0.3342,Private room,35,1,1,2025-03-03,1,1,358,1,
1333982875406296453,Large Private Room near Malvarosa beach,665576462,Alexander,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46372884932342,-0.33317430479276466,Private room,49,5,1,2025-02-22,1,11,13,1,
1333984567279109577,Habitacion para estudiantes cama de 150,650957972,Jessica,ALGIROS,L'AMISTAT,39.47127995115731,-0.35250244552186166,Private room,55,1,6,2025-03-14,5.14,6,144,6,
1334011206664573013,Hab cama 135 piso estudiantes,650957972,Jessica,ALGIROS,L'AMISTAT,39.47182,-0.35261,Private room,42,1,4,2025-03-05,4,6,74,4,
1334028490099115382,Habitación con encanto,672923291,Amine,JESUS,CAMI REAL,39.43964197537215,-0.39155666950505014,Private room,43,1,0,,,1,87,0,
1334051215573223609,Piermont House Matrimonial Suite,672760736,Aiya,EXTRAMURS,LA ROQUETA,39.466397247020154,-0.378899909555912,Private room,102,1,4,2025-03-12,4,9,0,4,
1334125300477355493,Estudio lujo nuevo centro ciudad,5305009,Javier,CIUTAT VELLA,EL MERCAT,39.472876210008685,-0.37940116970899135,Entire home/apt,109,11,0,,,3,324,0,
1334144479973645945,"Cozy apartment with gym, pool and parking",391856951,Vlc.Lovelyplaces,CAMPANAR,SANT PAU,39.4893544,-0.3998888,Entire home/apt,80,11,0,,,11,34,0,
1334243366925962899,Moderno y Céntrico en Valencia,17784721,Alicia,CIUTAT VELLA,EL MERCAT,39.47283413957472,-0.3805269741393016,Entire home/apt,136,1,0,,,1,233,0,
1334708921168237267,Acogedora habitación,222947050,Guillermo,QUATRE CARRERES,EN CORTS,39.45763,-0.37301,Private room,46,1,7,2025-03-03,4.88,1,14,7,
1334743828412536201,Habitación para 2 personas.,673138520,Favio,LA SAIDIA,MARXALENES,39.48458,-0.38034,Private room,38,1,1,2025-02-16,1,1,2,1,
1334753877187262300,Habitación con baño privado,543675512,Mariana,POBLATS MARITIMS,EL GRAU,39.46145,-0.33728,Private room,44,2,3,2025-02-27,2.57,3,79,3,
1334757344783869814,Habitación Amplia y céntrica,423845704,Agustín,EXTRAMURS,LA ROQUETA,39.464418354908695,-0.37803272062333215,Private room,40,1,0,,,6,133,0,
1334814223972417969,Formidable Apartments A,673164634,Miriam,CAMINS AL GRAU,LA CREU DEL GRAU,39.46024431668083,-0.340343829662042,Entire home/apt,294,1,0,,,7,365,0,
1334833042398004235,Zamenhoff 1,12044109,Guillermo Pierre,L'OLIVERETA,NOU MOLES,39.47403,-0.39531,Entire home/apt,66,1,1,2025-02-23,1,33,362,1,
1334833208774139688,Zamenhoff 2,12044109,Guillermo Pierre,EXTRAMURS,LA PETXINA,39.47385,-0.39449,Entire home/apt,139,1,0,,,33,359,0,
1334882684659447987,Casita modernista en el Cabanyal,176440195,Jorge,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4692575,-0.3299887,Entire home/apt,113,3,1,2025-02-26,1,2,232,1,VT-49499-V
1334896219866560845,Cozy Suite next to Plaza del Ayuntamiento,673194749,Francisco Eduardo,CIUTAT VELLA,SANT FRANCESC,39.47035229074497,-0.3736730991309778,Entire home/apt,182,2,3,2025-02-13,2.65,1,84,3,
1334923421510553043,"Habitación doble, acogedora, excelente ubicacion",673205894,Carlos,QUATRE CARRERES,MALILLA,39.45063517491919,-0.37242740392684937,Private room,59,1,7,2025-03-09,4.29,1,303,7,
1334941265946681642,Autocheckin|3BR 6P|Well connected|Fast Wi-Fi|A/C,558878496,Gemma,POBLATS MARITIMS,NATZARET,39.4521035,-0.3345482,Entire home/apt,128,1,5,2025-03-12,2.73,22,32,5,
1334947355360389972,La Casa de Papá Noel 1,672518118,Laszlo Karoly,CIUTAT VELLA,EL MERCAT,39.47315,-0.37718,Entire home/apt,89,2,8,2025-03-09,5.33,7,350,8,
1334974686849800278,Amplia habitación ideal para estudiantes en Ayora,650957972,Jessica,ALGIROS,L'AMISTAT,39.47188,-0.35334,Private room,64,1,2,2025-03-08,2,6,174,2,
1334982702599090713,Mercadó stúdió 3,672518118,Laszlo Karoly,CIUTAT VELLA,LA SEU,39.47506,-0.37693,Entire home/apt,87,2,6,2025-03-06,3.33,7,329,6,
1334986532739736996,Casa Hogar,666849222,Arnaldy Suheig,POBLATS MARITIMS,LA MALVA-ROSA,39.47907498718,-0.33139897439204585,Private room,42,1,0,,,1,360,0,
1335297294202663608,Formidable Apartments B,673164634,Miriam,POBLATS MARITIMS,EL GRAU,39.45822234852202,-0.3388926433993883,Entire home/apt,274,1,0,,,7,353,0,
1335299998123014488,Formidable Apartments C,673164634,Miriam,POBLATS MARITIMS,EL GRAU,39.45796,-0.33872,Entire home/apt,376,1,0,,,7,363,0,
1335301835161000200,Formidable Apartments D,673164634,Miriam,POBLATS MARITIMS,EL GRAU,39.45818851229742,-0.3399039636629134,Entire home/apt,284,1,0,,,7,365,0,
1335303763690871303,Formidable Apartments E,673164634,Miriam,POBLATS MARITIMS,EL GRAU,39.458358282864246,-0.3402194445234762,Entire home/apt,274,1,0,,,7,365,0,
1335305122660949123,Formidable Apartments F,673164634,Miriam,POBLATS MARITIMS,EL GRAU,39.458001485621544,-0.34060813945913543,Entire home/apt,274,1,0,,,7,365,0,
1335306717822136685,Formidable Apartments G,673164634,Miriam,CAMINS AL GRAU,LA CREU DEL GRAU,39.46015,-0.34011,Entire home/apt,274,1,0,,,7,365,0,
1335382488066349148,Modern & Cozy Flat Close to Center,44450805,Sergio,PATRAIX,PATRAIX,39.4660935,-0.3912804,Entire home/apt,137,4,0,,,37,118,0,
1335460501041915916,Sofisticado apartamento en el corazón de Valencia,74096093,Konstantin,CIUTAT VELLA,LA SEU,39.47461491349588,-0.37597623452400725,Entire home/apt,219,1,7,2025-03-13,4.88,3,212,7,VT-42117-V
1335466971048024544,City Center w/AC - Private Room & Bathroom,548702759,Natalia,CIUTAT VELLA,EL CARME,39.47839070352753,-0.38244755805986275,Private room,85,3,3,2025-03-12,3,5,51,3,
1335473966397173626,Private Room + Bathroom next to Center Market,549555081,Micaela,CIUTAT VELLA,EL MERCAT,39.47387,-0.37931,Private room,81,3,5,2025-03-04,2.83,5,54,5,
1335514759430403369,Acogedora habitación doble en Valencia,598693445,Expecto,CAMINS AL GRAU,ALBORS,39.46641619873605,-0.353730684521864,Private room,33,11,0,,,3,347,0,
1335547165257432133,Acogedora habitación individual en Valencia,598693445,Expecto,CAMINS AL GRAU,CAMI FONDO,39.46436,-0.35246,Private room,49,11,0,,,3,12,0,
1335561176099098809,GuestReady - Modern Apartment in Valencia,673321263,Ashweetha,QUATRE CARRERES,LA PUNTA,39.446653491736576,-0.33566830507954604,Entire home/apt,170,1,2,2025-02-28,1.25,1,62,2,
1336044766684366098,IVOUR apartments valencia,527048627,Andrea,CAMINS AL GRAU,PENYA-ROJA,39.46331609670423,-0.3532141915753256,Private room,55,1,0,,,1,358,0,
1336196770331416515,Habitación vacacional,513817563,Joseph Daniel,CIUTAT VELLA,EL PILAR,39.47422,-0.38321,Private room,43,1,0,,,1,33,0,
